implicit,implied,Annotator
@USER another judge that first blames the tool then wants to make them dangerous to the legitimate user guess we know wher he is on gun control OUT TO LUNCH  your honor sir!,He is biased and will use legal justice against the uninitaited.,Annotator-2
#Liberals have destroyed #California just like they are attempting to do to the rest of the country. #Radicals don't belong in any area of our governments.  Grown ups belong there. URL,Liberals act radically and want to destroy America.,Annotator-2
@USER @USER @USER It started with Cameron and May is even worse. She is not a Conservative!,Non-convervative leaders are always worse off.,Annotator-2
@USER Why aren’t you speaking out against the injustices that are still occurring to the Windrush generation/black Britons whose records Theresa May destroyed as Home Secretary and whom now she is deporting as prime minister? #InstitutionalRacism,Theresa May is not helpful to the needed immigrants.,Annotator-2
@USER @USER Surely he didn't do anything to damage Veterens Affairs?  If he sullied a reputation it was another department?,He is harmless.,Annotator-2
@USER @USER If Trump wins 2020 and growth continues will the crazy liberals still be thanking Obama 6 years from now.  Of coarse the will because when the argument is lost all that is left is too dispute the facts.,Liberals will have to bow down before Trump and his progress.,Annotator-2
@USER @USER Why are you wasting time replying on twitter (trolling) on behalf of people making under that amount?  Seems like someone is just a propaganda pusher...or likes gloating to other #MAGA's that they got screwed by Trump. URL,You are a propagandist spreading false claims.,Annotator-2
@USER @USER @USER New gun control laws are a waste of time &amp; energy which is better spent holding these worthless politicians accountable for their REFUSAL TO ENFORCE CURRENT LAWS.  Why create more laws they will never enforce?,Politcians are acting worthless by only focuing on new gun control laws.,Annotator-2
@USER @USER Why do liberals preach gun control but go and get stupid with guns?,Liberals want gun control but are also responsbile for shooting.,Annotator-2
@USER Deep corruption in the Puerto Rican government is the cause for the ppls misery. Billions sent &amp; you don’t have the foresight to harden &amp; secure the power system on an island that will most likely get hit again. This is the Puerto Rican’s government ms fault.,Puerto Rico has a corrput government.,Annotator-2
@USER Just keep saying FAST and FURIOUS! Holder the man that planned gun control by handing out weapons to criminal cartels... Sounds like a great guy to run a justice department because he will work with ANYONE including criminals to fill his OWN AGENDA instead of that of the people!,Holder is a selfish person who cares about himself and not the public.,Annotator-2
"Trumpism"" is going so well you along with all your liberal friends felt the need to try to trash it! People aren't stupid as you suppose. #RedWaveRising  #MAGA &amp; #KAG2018 URL",Lefist think other people are stupid.,Annotator-2
@USER @USER This Soros guy needs to be investigated. He's been kicked out of other nations &amp; here his name keeps coming up with all these anti-American groups. Finances Antifa. Pays folks to act crazy at Trump events. I know he is against our sovereignty. He hates our Constitutional rights.,This Soros guy is a crazy hater.,Annotator-2
@USER just censored the @USER #Qanon merchandise. Really Zazzle? Meanwhile communism and Antifa merch are allowed on your site. The constitution of the USA means nothing to you? Well done. @USER time to take our merch elsewhere. #WWG1WGA URL,The platform is biased in terms of whom it allows to sell their merch.,Annotator-2
@USER @USER There r 65 million that can sign to the affect that they didn't vote for an asshole.,Trump is stupid and not supported by all.,Annotator-2
"@USER @USER @USER @USER @USER philosophically speaking, can a hippie, crazy cat lady who supports antiFa still be called a fascist""? literally asking for a friend who's a constitutional ""scholar"".""",Anti-facist are crazy people who cannto even pretend to be fascist.,Annotator-2
@USER @USER Indeed Americans need more gun control which means hitting your target. Can never have to much range time. ☺😊,We need better shooters.,Annotator-2
@USER And pedophile Podesta still on with his Blue Check Mark account. 🤔,Podesta is a pedophile.,Annotator-2
@USER @USER @USER @USER Mob death threats?  Has Antifa turned on her?  Maxine Waters?,She is put out fake threats.,Annotator-2
@USER What was an abuse of power was all the crap you and the Hussein gang pulled off.  Your big contribution was the Fast and Furious caper to bring in gun control in strict contravention of the 2nd amendment.  But don’t worry.  Justice is coming for you and Barry’s band of outlaws.,You abuse power to push your agenda.,Annotator-2
@USER and it's funny as obama starting talking about gun control shootings started happening. Correlation-definitely so.,Stricter gun control could be related to increase in gun voilence.,Annotator-2
Captain Maga getting slandered? And it wasn’t from me? Damn. URL,Trump is being humiliated by others.,Annotator-2
"@USER @USER @USER Still shoveling shit"" for Trump?....What kind of woman supports a liar, racist,  pussy grabber?....that's what kind of woman you are.""",You are a woman with no standards and morals.,Annotator-2
@USER Be ready!! Be prepared!! Because the trump administration isn’t going to do shit if you get hit!! Well.. if it’s a white county you’re good.. lookout Randolph county!! Hide yo kids!! Hide yo wives!!,Trump administration does not care for anyone except all white majority.,Annotator-2
@USER @USER Hope you're right about that last part. But I've learned it's pointless to underestimate the stupidity of TX conservatives.,Conservatives from Texas are extremely stupid.,Annotator-2
@USER Wow this is priceless! A college educated professor self-inflicts himself with a bullet wow he is “brilliant”! URL,"For someone his education, he sure acts stupid.",Annotator-2
@USER @USER @USER LOL!!!  Now will they BURN those?  And will they remember to take them off first? One guy didn't.  And to burn them OUTSIDE so they don't take down the house as one guy did?  Wait until they find out Levis is now pushing gun control. Nazis marching in their tidy whities?  Oy.,Burning Levis will not help support gun control.,Annotator-2
@USER @USER Betty I think women have been handed a character assassination  bomb to destroy MEN by the liberals and the FEMINISTS. I would hate to know these women represent  ME. WHY WAIT ALL THESE YEARS TO REPORT...,Women are going to destroy men with false sexual accusations.,Annotator-2
@USER Wow...not even his supporters can do the math and see that he is not right for this country. Well his supporters cant do math either,His supporters are uneducated.,Annotator-2
@USER Perhaps FBI etc. Should look into Orrin Hatch closet and investigate what he is hiding Sex Offenders always stick together,Orrin Hatch could be a sex offender himself.,Annotator-2
@USER Looks like conservatives made a back room deal with her as they are best known for always playing dirty divisive politics,Liberals always play dirty politics.,Annotator-2
@USER And with right wingers its about white supremacy and neo naziism ? Right?,White supremacy and nazi ideology is what right wing politics is all about.,Annotator-2
@USER Its like saying the brown shirts afe better than nazis because they pretended to be socialists.,No form of Nazi ideology is good.,Annotator-2
@USER Liberals are claustrophobic? 😬,Liberals have irrational fears.,Annotator-2
@USER @USER @USER What a crap she is?.......total publicity seeker. Since when  tearing apart The Bhagwad Gita is symbol    of changing India and why Bhagwad Gita .........if u have guts show here tearing apart Kuran and Bible too #Intellectualidiot,She is stupid attention seeker who lacks any guts.,Annotator-2
@USER @USER Touché...but wait till he flashes the white supremacist👌🏼sign letting his sound crew know he can hear himself in his ear piece. Heads will roll...🤦🏽‍♀️🤦🏽‍♂️,He could be a white supremascist and accidently declare it.,Annotator-2
@USER Because they have a corrupt liberal government that steals from the people. Liberals at work....,Liberals are corrupt.,Annotator-2
@USER Over 30 years worth of background checks under different Presidents and this one slipped through? #KavanaughConfirmation #KavanaughWithdraw #KavanaughSCOTUS #maga,Previous governments seem to be incompetent at doing background checks.,Annotator-2
@USER @USER @USER @USER do you like/love Louis Farrakhan because he is a racist or an anti Semite? Which one?,Some people support racism and anti-semitism.,Annotator-2
@USER You don’t get it it all. Women don’t like to come forward because of men like you. When they finally do come forward men LIKE YOU either slut shame them or call them liars. Men LIKE YOU are shy a lot of victims remain silent.,Men like you victim shame and force women to remain silent.,Annotator-2
@USER @USER How many gun control measures did Republicans shoot down in the House or Senate during Obama’s terms?  (Hint: it’s in the triple digits.) Bordering states with weak gun laws (WI &amp; IN) make it easy for gangs to get guns into Illinois.,Republicans do not support gun ban.,Annotator-2
@USER Dude. What the fuck is WRONG WITH YOU?  I sent you a direct tweet to show you how you re-tweet your OWN shit. Then I let it go. Now you want to double down?  Just go back to Whoviille,There is something wrong with you.,Annotator-2
@USER @USER @USER Oh boy just wait! YOU ARE IN FOR A SURPRISE! Can't believe ANYONE to be that IGNORANT! LMAO!,You are an ignorant fool.,Annotator-2
@USER #Causality? Is it:  1. Chicago lawmakers instituted strict #guncontrol BECAUSE of high pre-existing crime rate? 2. Crime rate is high BECAUSE strict gun control prevents law abiding citizens to be armed - so only scofflaws have guns? 3. No causality at all. Statistics are #COHORT,Chicago has high crime rates despite the strict gun laws because the control does not work.,Annotator-2
@USER @USER Who are you to judge a man. Is your name Jesus? Why fuss about the words he chose? How many did your Messiah @USER bring home. Stop being a troll and wake up. #MAGA #Qanon #WWG1WGA #Trump #TrustThePlan URL,You are judgmental and a bully.,Annotator-2
@USER @USER @USER @USER @USER Conservatives never believe women. It’s amazing. You assume lying every single time.  Remembering the exact date of a high-school drinking party is a rather silly thing to expect. Quick - what was the exact date of the one you got drunkest at? And name everyone there?,Conservatives are hypocrates in how attitude towards women.,Annotator-2
@USER should be thanking her lucky stars that she has never been sexually assaulted or raped when she was a 15 year old girl.  She could hardly deal with a little harassment from Antifa. #NothingLower,She is a coward and should be lucky that she was never harassed.,Annotator-2
#NickFerrari seems to be intentionally misleading his viewers?!  Suggesting paedophiles among whites are the same percentage as #Muslims and that we are only angry at one? No Mr Ferrari .. I think not!  #LBC #LBCRadio #MAGA #MCGA #MEGA #MBGA #Conservatives #Patriots URL,Nick Ferrari is misleading facts about Whites and Muslims.,Annotator-2
@USER Liar!  Set up by far left.  Liberals are so predictable!  Americans are into these empty stupid tactics.  No one believes you!  It’s a politically induced maneuver to attempt to delay the installation of a judge until after midterms.  It won’t work.  No go write your book!,Liberals are using a false assult without any concrete evidence.,Annotator-2
@USER Boy is that professor stupid or else has a mental illness. He obviously should not be teaching anyone!,That professor is not fit to teach.,Annotator-2
@USER The war on conservatives =ANTIFA,Anti-fascist are voilent towards the conservatives.,Annotator-2
@USER OMG another bigot showing he is basically gutless - sounds much like Donald 😂,He is a bigot and coward.,Annotator-2
@USER Liberals want to control ppl from cradle to coffin. They'd b happy if ppl avoided all physical/social contact w each other..... they are making us so suspicious of each other. DIVIDE AND CONQUER is their hidden agenda.,Liberals play divise policits to control every aspect of our lives.,Annotator-2
@USER Blame Trump???  U bunch of idiots. Blame the corruption over in PR,Trump is being framed.,Annotator-2
"@USER You're either a bot or... for some reason you're associated Gavin McInnes with the alt-right""?   Time to find some better news sources, bro? The ""alt-right"" hasn't been relevant since CVille. Your journalists covering #antifa or just focusing on a few harmless conservatives?""",You are being brainwahsed by the news you are consuming.,Annotator-2
@USER Can’t we send this pig back to Canada. He’s an animal.,He is an animal.,Annotator-2
@USER you never were a slave. Spartacus was a slave and a heroic figure. You are neither.,You are neither slave nor heroic.,Annotator-2
@USER @USER There's zero evidence of any gaff and it's not their jobs to do any such thing; this is just more hijinx and chicanery from two buffoons that have no platforms or morals. #CONservatives #cdnpoli,They are unscrupulous liars.,Annotator-2
@USER This is a premeditated attack by Democratic liberals and she is being rehearsed. Enough of the scam show. Vote Kavanaugh to SC.,She is scamming against Kavanaugh.,Annotator-2
"Probably indoctrinating"". #MAGA URL",This amounts to brainwashing.,Annotator-2
@USER @USER  It says everything. When your principles hang on the fraudulent word of a porn performer. What integrity have you got left?,Porn performers have no integrity and people who believe them should not be trusted.,Annotator-2
@USER @USER I am talking about your comment that Nick was a fascist...   Brittany means nothing to me.   So like I said are you Antifa?,Nick could be a fascist.,Annotator-2
@USER Another Fraud Senator from the Left!!!,Leftist are fraudster.,Annotator-2
"@USER @USER @USER @USER @USER @USER @USER @USER @USER So the AR-15 is a fully semi-automatic assault rifle,"" gun control works, and Donald Trump is racist?""",Some people lie to talk against Donald Trump.,Annotator-2
@USER @USER @USER God forbid construction workers would be able to earn a decent wage. Liberals want the working class poor and quiet.,Liberals do not support the working class.,Annotator-2
@USER Yet this kids in chicago killing each other daily cause u doing so much good in your home state with gun control right?,Gun control in Chicago is not helping anyone.,Annotator-2
@USER The Democrats do not care ...they are out to destroy ..does not matter just so they are Republicans &amp; Conservatives ⁉️,Democrats are destructive in pursuit of their agenda against Republicans.,Annotator-2
@USER @USER And we pro Americans are embarrassed and sick of you anti America liberals.  There are plenty of countries with the lefts ideology already in place. Move there.,Liberals do not respect America and the country would be better off witout them.,Annotator-2
@USER @USER @USER We are calling you an operative . Or Shill. And more important a bigot for refusing to apologize for your actions to a woman just because she IS NOT a Scientologist. You won’t even acknowledge what you did or defend or explain it despite how many times it has been asked already?,You are a bigoted organization with no respect for woman.,Annotator-2
"@USER @USER @USER @USER @USER @USER @USER @USER @USER They lie about firearms. They call the AR-15 a fully semi-automatic assault rifle."" They push gun control.  They say Donald Trump is racist and hates Mexicans.  They say he colluded with Russia.  So yes, they lie""",Some people lie to talk against Donald Trump.,Annotator-2
@USER 👏🏻 good job (sarcasm). Also great they have gun control laws it’s saving lives! (More sarcasm).,Gun control for saving lives is a joke.,Annotator-2
@USER As clear as the mud UKGov are dumping off Swansea. Corbyn offers no solutions &amp; no answers ... being non-committal on everything &amp; hoping 'not being the conservatives' will get him elected. Westminster politics &amp; government have degenerated so much its no longer fit for purpose.,UK politics and governence by non-conservatives has become a shit-show.,Annotator-2
@USER @USER Investigation reveals it is highly probable it is an ISIS attack. Worst case scenario a joint ISIS-Antifa attack,Anti-fascist are as voilent as ISIS.,Annotator-2
"@USER It's amusing and sickening to watch these scientists"" twist themselves into knots to justify their gun control agenda. #gunsense is dishonest, through and through.""",Scientist justifying gun control is non-sense.,Annotator-2
@USER Liberals are trying to destroy all conservative men.  Time to criminally charge and jail these liars that try to destroy a man.,Liberals are liars and destructors.,Annotator-2
"Judicial Watch Sues for Records of FBI 302 Interviews with Demoted Justice Department Official Bruce Ohr""  URL #TCOT #MAGA #RedNationRising""",Anti-trump campagins will be squashed.,Annotator-2
@USER Amazing that the Dems are always the ones who hear the whistle.,Dems are always crying wolf.,Annotator-2
"@USER on a scale from 1 to 10, how much did you laugh to There is no excuse besides that he is just plain shit"" ?""",He is a trashy person.,Annotator-2
@USER @USER The fact that Newsweek no longer tries to give both sides of the story but instead only gives the side of #Antifa far left liberals and their gods in the #DeepStatePanic   Take a look at Newsweek’s circulation they don’t even have enough readers to put out a print edition anymore,Newsweek has become a biased boring media.,Annotator-2
"@USER @USER I let it go when you said  We can take away their ammo"" when talking about gun control. I said, maybe she just blurted that out, didn't mean it. But you are proving to be a leftist. That's fine, I can still like you, but I don't TRUST you anymore.""",You are not trust worthy.,Annotator-2
@USER He's probably referring to the fact that we started with Henderson who's is apparently shit and Sturridge who was apparently finished years ago. I mean like how could we possibly win with those two on the field... 😂😂,"The nomiees are old, irrelevant and worthless piece of shit.",Annotator-2
"@USER @USER Great book by Leo Zagami, Pope Francis, the Last Pope?"" details the breathtaking corruption and evil forces that have been controlling the Vatican for decades.""",The seat of Vatican is a corrupt and evil.,Annotator-2
@USER @USER I can just hear the trumpsters now crowing that we liberals loved Jane Fonda and supported draft dodgers. I grew up in those times. I was against the war but knew Fonda had gone too far and was wrong. I supported those who burned their draft cards AND those who served.,Trump supporters jump on any issue with wars and veterans.,Annotator-2
@USER @USER @USER @USER @USER Me thinks you're full of shit.,You are an disgusting,Annotator-2
@USER @USER Something don’t seem right about this all year long massive shootings and talk about gun control makes me think the government is behind this crap URL,Government could be funding gun voilence and mass shooting to promote their agenda. ,Annotator-2
@USER What death threats? Antifa is not sitting outside her house like they have with Republicans. Why did she scrub all her social media?,She is faking her death threats.,Annotator-2
@USER Rep Maxine Waters has been threatening violence on you the President and vise President. How come she is permitted to do this. Is the DOJ and Washington capital Police sleeping?? Why are all democrats above the law? This is a crime! URL,Democrats treat themselves above the law and threaten Presidents.,Annotator-2
@USER @USER @USER @USER is anti-gop. He is part of the “Trump Party” and he is hoping for a pardon for ripping off hard working Americans.,Trump and his supporters are wasting public money.,Annotator-2
@USER @USER @USER No I don’t know that nor do you....in fact a claim like that is bullshit. Imagine if we had never enacted clean air regulations years ago in the U.S....but wait! YOU DON’T HAVE TO IMAGINE...just look at the air quality in China!! That’s what pisses me off about you conservatives,Claims made by conservatives are false and do not adhere to facts.,Annotator-2
"@USER  Regarding the story I think I'm going to kill the president"", why is it reporters ""never"" follow up on how a convicted felon could obtain, in this case, 6 guns? What's the police doing about, or would that bring light to the gun control issue? Bias?""",Reporters are propagating biased and ill-informed coverage of events. ,Annotator-2
@USER This is why women lose their credibility- she was empowered??? Ohhhh Me too! These women and liberals have high-jacked the movement for women who really have been abused. Disgusting,Fake feminist have hijacked the #MeToo movement from those who are abused.,Annotator-2
@USER @USER do you know what flanking and muscle flashing is with an AR15?; educate yourself and close that c•€k hol~+€r...you don't know why u r talking about😡😡😡😡,You are an ignorant person.,Annotator-2
@USER Ummm.   You are one of those people that shouldn’t be there.  😂,You are among those who are not welcomed here.,Annotator-2
@USER Its interesting to see the hypocrisy with these liberals when last year it was discovered that there was a “Hush Fund” for Congressional  Sexual Scandals while working for the government,Liberals are hypocrites who push down those who speak against sexual offense.,Annotator-2
@USER I don't believe she's even getting death threats. Conservatives don't roll that way. Plus her &amp; her attorneys bankroll is Soros,She is lying about her death threats to discredit conservatives.,Annotator-2
@USER Who will abuse it the most: liberals or RINOS?,Liberals can be abusive.,Annotator-2
@USER Oppression... We need to start a movement.   Could be worse they could be Antifa dogs :),Anti-facist movement is oppressive and bullish in nature.,Annotator-2
@USER The Show Must Go On! We must have crazy liberals screaming and throwing a tantrum inside of that courtroom? If they let these same animals in as they did during the hearings this is just going to be another circus,Liberals scream and throw tantrum.,Annotator-2
@USER just saw your algae commercial blaming @USER that’s pretty rich considering you are the Gov and have done zero zip and now you want to be Senator of FL.,You want to gain power without working for it.,Annotator-2
@USER It’s going to suck with any rating. Venom without the Spiderman origin isn’t really Venom. This is just a Sony cash grab.,Sony is cashing on Spiderman franchise.,Annotator-2
Just imagine the tyranny we’d be living under had these leftwing tryants waging war on us and our duly elected president and the American Republic itself gained tyrannical control of the US Supreme Court the neocon’s #NeverTrump crew was trying to deliver to them?  #MAGA 🇺🇸,Leftist are tryants who want to impose their control.,Annotator-2
@USER @USER Why don't they want health care? Why do they want rich people to pay less taxes? Why don't they care about the deficit? Why don't they want any gun control? Why are they so afraid of immigrants? Why are they so full of hate when they control all branches of government? Why???,Why are they hateful and against seemingly good policies.,Annotator-2
@USER @USER What does Juan contribute on Fox? We all know which side of the fence he plays on. Pretty much know what he is going 2 say. Listening 2 him is like watching paint dry. I have better thgs 2 do😠🤢,Juan is a good reporter and lacks speaking skills.,Annotator-2
@USER Shorty's dad taught him eveything about   Pussygrabbing Sexual assault  #trump family time.  #maga girls have to stay silent. URL,Trump can only pass on offensive and sexist knowledge to his kids and suporters.,Annotator-2
"@USER @USER @USER Especially those who play the Good Religious Boy"" routine as 80% of their ""Job Interview"". Seriously, imagine pulling that crap in a job interview &amp; then imagine - interview for Supreme Court Justice.  Kav spends WAY too much time talking about how pure he is.""",Judge Kavanaugh things very highly of himself.,Annotator-2
@USER I bet they all have 'fitted' waists. Because women are meant to look 'hourglass' even when they don't give a shit.,They judge solely by physical appearance.,Annotator-2
@USER I have long thought that liberals are children trapped in adult bodies.,Liberals act like kids.,Annotator-2
@USER That is a lot of guilt for Tucker to take upon himself. Surely he is not the only on at fault?,Tucker is one of the guilty parties here.,Annotator-2
@USER @USER Yes mothers now this is what the deranged left will make you do to your little boys! Are we really going to let this happen? Pure EVIL! #VoteDemsOut #MAGA #2020 #ConfirmJudgeKavanaugh @USER URL,Left are deranged and evil.,Annotator-2
@USER Seriously?! Do you really believe your own crap? Why don’t you just move on if she is so offensive. This ugly side to you is very unbecoming😞,Your ugly side is unbecoming and offensive.,Annotator-2
@USER She never planned to testify. It was all an act - one that fell flat very quickly.  Liberals will never learn.   We know their tactics. We can accurately predict their actions &amp; responses. We also know how to think &amp; do research. That's why they hate us. They can't control us.,"Liberals do not think and act, they are always planning and plotting.",Annotator-2
@USER Can we talk about how he is having the worst year of any player in yankee history?,He is not doing well professionally.,Annotator-2
"@USER @USER (1) Ok lets play this game. Which side"" is openly advocating for the persecution of a race &amp; promoting segregation? Which is supporting a militant group very similar to Hitlers brown shirts (Antifa)? Which is calling for gun control (even wanted armbands)?""",Anti-facist groups could be harboring perjudice.,Annotator-2
@USER I muted her awhile ago when she tried to say some shit like that 6ix9ine was doing positive work for Mexican rap like he isn’t some kind of pedo garbage.,She is supporting a pedophile in name of promoting immigrants.,Annotator-2
@USER You do realize how ridiculously radical all these tweets sound right. Who are you trying to mobilize antifa?,Anti-Facist comments can be radical and extremist in nature too.,Annotator-2
"@USER But But But we need more gun control right? Oh wait... GUESS THAT DOESNT STOP CRIMINALS, only law abiding citizens. Which is known. So.... think on why they"" want to CONTROL you and disarm you.""",They want to control you in the name of gun control.,Annotator-2
"2) In a weird way the debate about Section 33 reminds me of the gun control debate in the US. They have laws that allow people to own guns designed to kill people yet are shocked when guns are used to kill people. We assumed they would restrain themselves.""""",People have no self control and will resort to killing.,Annotator-2
@USER When is this low IQ piece of human trash going to go away. Nobody cares what this wack job has to say so why is she constantly in our faces. If she thinks Mr. Trump has acted despicably what does she call going on live television and telling people to attack conservatives?,She is stupid and despicable.,Annotator-2
@USER @USER Dolt. You’ve become another nail for Hammer Trump.,Trump will crush you.,Annotator-2
@USER @USER @USER @USER @USER BS.  No we don't support gun control.  We support #2A that says SHALL NOT BE INFRINGED.  Go read some history and find out why.  You are part of the reason.,Liberals helped draft the 2nd amendment that allows American to own a gun.,Annotator-2
@USER @USER That wench is on something.  She must be to spout her drivel.  Wanna bet someone gives her the beating first.  Let's see .. she is in a parking lot with no one else around and a few black women who are much better then her find her.  Or white people much brighter :),she should be beaten up,Annotator-2
@USER Look in the mirror lefties!  No bigger bullies than antifa and progressive leftist trying to “get in the faces” of the right,Leftists and Anti-facism supporters torment right wing people.,Annotator-2
@USER So babies aren't future men? I suppose ripping their limbs off and sucking their dead bodies out and putting them in the trash. That's sorta thing?,People who support abortion are murderers and criminals.,Annotator-2
@USER Obama will preach about gun control in the U.S. but then arm the drug cartels in Mexico and advocate for open borders. A piece of shit is worth more than Obama.,Obama is a hypocrite when it comes to guns.,Annotator-2
@USER This nigga prob made her infertile god only knows all the germs he brought back,He is germ carrier.,Annotator-2
@USER *as fuck. Not ass fuck. Although conservatives are fucking us all up the ass right now.,Conservatives are fooling people.,Annotator-2
@USER @USER @USER If so why do Democrats continue to say he is a rapist? Why do you Democrats say Republicans allow a rapist to be president?  He isnt unscathed.,Democrats call president a rapist without showing evidence.,Annotator-2
@USER @USER Dubious mortgages? lol You mean the NINJA loans for subprime borrowers that banks WERE FORCED TO PROVIDE by Democrats and liberals citing that NOT providing them was racist and discriminating just because people don't have a job. CMOs were a derivative of THE SUBPRIME PROBLEM,Democrats used racisms  an execuse to add bad loans.,Annotator-2
@USER @USER Fake news. Who in their right mind would go along with this nut?,Some people believe in all fake news.,Annotator-2
@USER Oh this is gonna get some Antifa idiots shot so fast...  😂😂 they don't even realize gun owners are usually really aware of what's going on around them.,Anti-Fascist are eager to jump on issues without a thought.,Annotator-2
@USER The GOP has blood on their hands. GUN CONTROL!!!,GOP has promoted gun voilence.,Annotator-2
@USER Dick Durbin figures if he lies often enough people will start to believe him. Right out of leftist dictatorship playbook. @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER,Lefist lie to public all the time.,Annotator-2
@USER She should be fired and arrested. Clearly she is using drugs on the job.,She does not deserve to be employed.,Annotator-2
@USER Same tbh Could they just stop spreading rumors and false news? We are hurt enough we dont need all this shit,They are purposely hurting us by spreading false news.,Annotator-2
@USER You are beginning to sound just like a stuck record Brian. Why don't you go and find something less boring to do instead.,"You are no longer making sense, it is time you gave up on this.",Annotator-2
@USER And this traitor thinks he is?,He thinks highly of himself.,Annotator-2
@USER @USER @USER @USER He's having a go at people who love David Gilmour but who think Roger Waters is a bit of a dick... Obviously.,People with uncommon ideas are not well accepted.,Annotator-2
@USER @USER Advocating for herself is ridiculous fam?,Only ridiculous folks like her advocate for themselves.,Annotator-2
@USER @USER So pointing at the umpire and calling him thief is berating and walking very fast toward an official and calling them f***ing moron is not? I think it is clear who needs help. You are a man perhaps?,You are coward and hypocrite to call someone a moron.,Annotator-2
"@USER @USER  -its quite obvious the  morons at the Star are totally unaware that Canada already has extremely Tight gun control laws -which by the way criminals never have and never will Adhere to"" - You have to be a very special kind of stupid to be believe that by banning""","Only morons will believe that banning guns will resolve voilence, as criminals will always find a way out.",Annotator-2
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER The FBI would be the proper authority to administer this polygraph despite their corruption at the top of their organization.,FBI is a powerful and corrupt authority.,Annotator-2
@USER Liberals ....cry and complain that all they do URL,Liberals act like cry babies.,Annotator-2
@USER I like how her boobs have the same mass as her belly XD,She has a disproportionate physique.,Annotator-2
@USER @USER Idk what to think about her...but with her eyes like they r...she is naturally bugging out all the time...which is untrustworthy,She appears untrustworthy.,Annotator-2
Anyone have any guesses as to what @USER @USER &amp; @USER will lie about this week?? A) The world is ending Friday B) Give me all your money &amp; I'll triple it by tomorrow C) @USER knows everything - just listen to her D) #MAGA,These users are always lying about something or other.,Annotator-2
@USER @USER I believe that Melania Trump is an abused woman maybe not physically but definitely mentally by an abuser husband and she is afraid to speak out against her abuser.,Melania's husband Trump could be an abuser and a bully.,Annotator-2
@USER you are not welcome,You should go away.,Annotator-2
@USER @USER What that you are a coward that can't put your own pic up? Yet you feel you can judge others looks? Yep I'm sure people do call you out on the regular.,You are a judgmental coward person.,Annotator-2
@USER @USER wow Jr. you are not very bright are you. URL,He is a stupid person.,Annotator-2
@USER He is quite good at faking. Must have done it numerous times,He has a habitual fakester.,Annotator-2
@USER @USER Will @USER or @USER ask for some sort of gun control or once again do NOTHING? They seem to be really good at doing NOTHING!,They are good for nothing except promoting gun control.,Annotator-2
@USER But antifa are only anti fascist (Romney told me so) she wouldn't throw a brick at you unless you were a na... 😧,Anti-fascist claim to be non-violent.,Annotator-2
@USER It's a testament to how fucked this world is...that she is free to spout all this bullshit and not be in jail or even being investigated for statutory rape.,She could be lying about being raped and will get away with it.,Annotator-2
@USER HOW COME LIBERALS DONT QUESTION This ?,Liberals are selective in what they question.,Annotator-2
@USER Is that some weird invitation for a treasure hunt where the goal is to find his old “deadname”? Is it because he feels the need to prove that he is trans? Or because ppl didn’t care about it enough? Either way I’m not going to join 😒,I do not entertain stupid activities done for publicity.,Annotator-2
@USER @USER @USER 👏WELL👏SAID👏👏👏👏👏👏She gets more negative feedback than anyone ever!! Because she is always defending her BAD BEHAVIOR! Way to show her little girl how to act!👏👏👏👏👏👏,The negative feedback she receives is a result of her bad behaviour.,Annotator-2
@USER But not long ago the same Ray went off on a follower (who quite possibly pays for his services) for pointing out a guy (don’t remember who) for getting injured again. You guys pay this assholes bills,Ray is misusing public money.,Annotator-2
@USER Conservatives keep telling us how a few million immigrants are ruining the economy. How would multiplying those numbers several times help that?,Conservatives have no idea about immigrant contribution to economy.,Annotator-2
@USER @USER Isnt the NRA that propaganda pushing corporate lobby group that cares about profits and only profits? No idea who the rest of these crackpots are. That guy looks like he has an AR15 stuck up his ass.,NRA is just a profit making propaganda organization.,Annotator-2
@USER @USER @USER @USER @USER Oh and how do think the victim feels? Im sure she is fine with the death threats and insults she’s been getting spewed at her by you fine Christian conservatives,Ironically religious and conservatives are not considerate towards victims.,Annotator-2
@USER Can we all stop pretending that the Catholic Church is not the seat of Satan on earth?,Catholic Church supports sinful activities.,Annotator-2
"2) I am absolutely furious with my fellow conservatives when they say, This sounds credible,"" or, ""If it's true..."" Do you guys have short-term memory that only goes back 90 days?""",I dislike the conservatives who belive in things without evidence.,Annotator-2
#Republicans grow some balls and start playing dirty like these liberals assholes do! URL,Liberals are playing dirty politics.,Annotator-2
"@USER If you love our cops so much, why do you make it your life's goal to take away tools they need to stop crime, and put their very lives at risk? Why do you support ANTIFA thugs who assault cops and screech All Cops are Bastards""?""",Anti-fascists want to take away guns from cops and then expose them to attacks.,Annotator-2
"@USER @USER @USER @USER @USER Oh yeah sure Antifa is anti-fascist"". Also, free speech is for everyone: liberals, conservatives, centrists, fascists, communists, anarchists, ancaps, etc. I live in the US and not a fascist state that bans what it thinks is ""hate speech"". URL",Anti-fascist want to curb free speech in name of hate speech.,Annotator-2
@USER The liberals sure are walking a VERY dangerous line.,Liberals are playing dangerously.,Annotator-2
